nodes,cpu_load,ram_load,bw_load
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,0.0,0.0,0.0
4,0.0,0.0,0.0
5,0.0,0.0,0.0
6,0.09765625,0.01953125,0.0015
7,0.09765625,0.01953125,0.0015
8,0.09765625,0.01953125,0.0015
9,0.09765625,0.01953125,0.0015
10,0.09765625,0.01953125,0.0015
11,0.1953125,0.0390625,0.0015
12,0.1953125,0.0390625,0.0015
13,0.1953125,0.0390625,0.0015
14,0.1953125,0.0390625,0.0015
15,0.1953125,0.0390625,0.0015
